column,role,unit,formula,source,availability_rule,missingness_handling,dtype
wind_forecast_4day_mw_roi,model_feature,MW,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,float64
wind_forecast_4day_mw_roi_published_at_utc,provenance,MW,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,"datetime64[us, UTC]"
wind_forecast_4day_mw_roi_age_minutes,model_feature,MW,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,float64
wind_forecast_4day_mw_roi_available_flag,availability_or_quality,integer,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
wind_forecast_4day_mw_roi_stale_flag,availability_or_quality,integer,1 when missing or older than the documented threshold,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
net_imbalance_volume_forecast_mwh,model_feature,MWh,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,float64
net_imbalance_volume_forecast_mwh_published_at_utc,provenance,MWh,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,"datetime64[us, UTC]"
net_imbalance_volume_forecast_mwh_observed_at_utc,provenance,MWh,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,"datetime64[us, UTC]"
net_imbalance_volume_forecast_mwh_age_minutes,model_feature,MWh,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,float64
net_imbalance_volume_forecast_mwh_available_flag,availability_or_quality,integer,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
net_imbalance_volume_forecast_mwh_stale_flag,availability_or_quality,integer,1 when missing or older than the documented threshold,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_net_imbalance_volume_5min_mwh,model_feature,MWh,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,float64
lagged_net_imbalance_volume_5min_mwh_published_at_utc,provenance,MWh,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,"datetime64[us, UTC]"
lagged_net_imbalance_volume_5min_mwh_observed_at_utc,provenance,MWh,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,"datetime64[us, UTC]"
lagged_net_imbalance_volume_5min_mwh_age_minutes,model_feature,MWh,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,float64
lagged_net_imbalance_volume_5min_mwh_available_flag,availability_or_quality,integer,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_net_imbalance_volume_5min_mwh_stale_flag,availability_or_quality,integer,1 when missing or older than the documented threshold,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_imbalance_price_5min_eur_per_mwh,model_feature,EUR/MWh,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,float64
lagged_imbalance_price_5min_eur_per_mwh_published_at_utc,provenance,EUR/MWh,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,"datetime64[us, UTC]"
lagged_imbalance_price_5min_eur_per_mwh_observed_at_utc,provenance,EUR/MWh,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,"datetime64[us, UTC]"
lagged_imbalance_price_5min_eur_per_mwh_age_minutes,model_feature,EUR/MWh,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,float64
lagged_imbalance_price_5min_eur_per_mwh_available_flag,availability_or_quality,integer,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_imbalance_price_5min_eur_per_mwh_stale_flag,availability_or_quality,integer,1 when missing or older than the documented threshold,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_total_unit_availability_mw,model_feature,MW,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,float64
lagged_total_unit_availability_mw_published_at_utc,provenance,MW,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,"datetime64[us, UTC]"
lagged_total_unit_availability_mw_observed_at_utc,provenance,MW,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,"datetime64[us, UTC]"
lagged_total_unit_availability_mw_age_minutes,model_feature,MW,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,float64
lagged_total_unit_availability_mw_available_flag,availability_or_quality,integer,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_total_unit_availability_mw_stale_flag,availability_or_quality,integer,1 when missing or older than the documented threshold,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_short_term_reserve_quantity_mw,model_feature,MW,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,float64
lagged_short_term_reserve_quantity_mw_published_at_utc,provenance,MW,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,"datetime64[us, UTC]"
lagged_short_term_reserve_quantity_mw_observed_at_utc,provenance,MW,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,"datetime64[us, UTC]"
lagged_short_term_reserve_quantity_mw_age_minutes,model_feature,MW,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,float64
lagged_short_term_reserve_quantity_mw_available_flag,availability_or_quality,integer,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_short_term_reserve_quantity_mw_stale_flag,availability_or_quality,integer,1 when missing or older than the documented threshold,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_operating_reserve_requirement_mw,model_feature,MW,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,float64
lagged_operating_reserve_requirement_mw_published_at_utc,provenance,MW,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,"datetime64[us, UTC]"
lagged_operating_reserve_requirement_mw_observed_at_utc,provenance,MW,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,"datetime64[us, UTC]"
lagged_operating_reserve_requirement_mw_age_minutes,model_feature,MW,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,float64
lagged_operating_reserve_requirement_mw_available_flag,availability_or_quality,integer,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_operating_reserve_requirement_mw_stale_flag,availability_or_quality,integer,1 when missing or older than the documented threshold,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_net_imbalance_volume_mwh,model_feature,MWh,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,float64
lagged_net_imbalance_volume_mwh_published_at_utc,provenance,MWh,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,"datetime64[us, UTC]"
lagged_net_imbalance_volume_mwh_observed_at_utc,provenance,MWh,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,"datetime64[us, UTC]"
lagged_net_imbalance_volume_mwh_age_minutes,model_feature,MWh,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,float64
lagged_net_imbalance_volume_mwh_available_flag,availability_or_quality,integer,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_net_imbalance_volume_mwh_stale_flag,availability_or_quality,integer,1 when missing or older than the documented threshold,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_imbalance_price_eur_per_mwh,model_feature,EUR/MWh,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,float64
lagged_imbalance_price_eur_per_mwh_published_at_utc,provenance,EUR/MWh,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,"datetime64[us, UTC]"
lagged_imbalance_price_eur_per_mwh_observed_at_utc,provenance,EUR/MWh,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,"datetime64[us, UTC]"
lagged_imbalance_price_eur_per_mwh_age_minutes,model_feature,EUR/MWh,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,float64
lagged_imbalance_price_eur_per_mwh_available_flag,availability_or_quality,integer,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_imbalance_price_eur_per_mwh_stale_flag,availability_or_quality,integer,1 when missing or older than the documented threshold,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_system_shortfall_imbalance_index,model_feature,ratio,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,float64
lagged_system_shortfall_imbalance_index_published_at_utc,provenance,ratio,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,"datetime64[us, UTC]"
lagged_system_shortfall_imbalance_index_observed_at_utc,provenance,ratio,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,"datetime64[us, UTC]"
lagged_system_shortfall_imbalance_index_age_minutes,model_feature,ratio,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,float64
lagged_system_shortfall_imbalance_index_available_flag,availability_or_quality,integer,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_system_shortfall_imbalance_index_stale_flag,availability_or_quality,integer,1 when missing or older than the documented threshold,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_system_imbalance_flattening_factor,model_feature,ratio,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,float64
lagged_system_imbalance_flattening_factor_published_at_utc,provenance,ratio,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,"datetime64[us, UTC]"
lagged_system_imbalance_flattening_factor_observed_at_utc,provenance,ratio,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,"datetime64[us, UTC]"
lagged_system_imbalance_flattening_factor_age_minutes,model_feature,ratio,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,float64
lagged_system_imbalance_flattening_factor_available_flag,availability_or_quality,integer,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
lagged_system_imbalance_flattening_factor_stale_flag,availability_or_quality,integer,1 when missing or older than the documented threshold,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
eirgrid_all_island_generation_mw,model_feature,MW,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,float64
eirgrid_moyle_flow_mw,model_feature,MW,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,float64
eirgrid_ewic_flow_mw,model_feature,MW,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,float64
eirgrid_greenlink_flow_mw,model_feature,MW,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,float64
semo_state_observed_at_utc,provenance,UTC timestamp,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,"datetime64[us, UTC]"
semo_state_age_minutes,model_feature,minutes,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,float64
semo_state_stale_flag,availability_or_quality,integer,1 when missing or older than the documented threshold,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
aggregated_pn_average_mw,model_feature,MW,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,float64
scheduled_minus_actual_generation_mw,model_feature,MW,target RTC scheduled generation - latest completed actual generation,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,float64
downward_margin_proxy_mw,model_feature,MW,"max(RTC generation + positive interconnector schedule - demand forecast, 0)",SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,float64
forecast_imbalance_mw,model_feature,MW,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,float64
lagged_reserve_surplus_mw,model_feature,MW,short-term reserve quantity - operating reserve requirement,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,float64
nimoyle_export_headroom_mw,model_feature,MW,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,float64
roiewic_export_headroom_mw,model_feature,MW,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,float64
roigrlk_export_headroom_mw,model_feature,MW,normalized SEMO field or its as-of availability metadata,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,float64
interconnector_export_headroom_mw,model_feature,MW,"sum(max(export NTC - abs(latest completed flow), 0))",SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,float64
aggregated_pn_end_mw_missing_flag,availability_or_quality,integer,1 when aggregated_pn_end_mw is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
aggregated_pn_end_mw_published_at_utc_missing_flag,availability_or_quality,integer,1 when aggregated_pn_end_mw_published_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
aggregated_pn_end_mw_age_minutes_missing_flag,availability_or_quality,integer,1 when aggregated_pn_end_mw_age_minutes is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
aggregated_pn_start_mw_missing_flag,availability_or_quality,integer,1 when aggregated_pn_start_mw is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
aggregated_pn_start_mw_published_at_utc_missing_flag,availability_or_quality,integer,1 when aggregated_pn_start_mw_published_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
aggregated_pn_start_mw_age_minutes_missing_flag,availability_or_quality,integer,1 when aggregated_pn_start_mw_age_minutes is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
demand_forecast_mw_all_missing_flag,availability_or_quality,integer,1 when demand_forecast_mw_all is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
demand_forecast_mw_all_published_at_utc_missing_flag,availability_or_quality,integer,1 when demand_forecast_mw_all_published_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
demand_forecast_mw_all_age_minutes_missing_flag,availability_or_quality,integer,1 when demand_forecast_mw_all_age_minutes is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
demand_forecast_mw_ni_missing_flag,availability_or_quality,integer,1 when demand_forecast_mw_ni is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
demand_forecast_mw_ni_published_at_utc_missing_flag,availability_or_quality,integer,1 when demand_forecast_mw_ni_published_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
demand_forecast_mw_ni_age_minutes_missing_flag,availability_or_quality,integer,1 when demand_forecast_mw_ni_age_minutes is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
demand_forecast_mw_roi_missing_flag,availability_or_quality,integer,1 when demand_forecast_mw_roi is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
demand_forecast_mw_roi_published_at_utc_missing_flag,availability_or_quality,integer,1 when demand_forecast_mw_roi_published_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
demand_forecast_mw_roi_age_minutes_missing_flag,availability_or_quality,integer,1 when demand_forecast_mw_roi_age_minutes is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
forecast_calculated_imbalance_mw_missing_flag,availability_or_quality,integer,1 when forecast_calculated_imbalance_mw is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
forecast_calculated_imbalance_mw_published_at_utc_missing_flag,availability_or_quality,integer,1 when forecast_calculated_imbalance_mw_published_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
forecast_calculated_imbalance_mw_age_minutes_missing_flag,availability_or_quality,integer,1 when forecast_calculated_imbalance_mw_age_minutes is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
forecast_net_interconnector_schedule_mw_missing_flag,availability_or_quality,integer,1 when forecast_net_interconnector_schedule_mw is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
forecast_net_interconnector_schedule_mw_published_at_utc_missing_flag,availability_or_quality,integer,1 when forecast_net_interconnector_schedule_mw_published_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
forecast_net_interconnector_schedule_mw_age_minutes_missing_flag,availability_or_quality,integer,1 when forecast_net_interconnector_schedule_mw_age_minutes is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
forecast_renewable_dispatchable_mw_missing_flag,availability_or_quality,integer,1 when forecast_renewable_dispatchable_mw is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
forecast_renewable_dispatchable_mw_published_at_utc_missing_flag,availability_or_quality,integer,1 when forecast_renewable_dispatchable_mw_published_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
forecast_renewable_dispatchable_mw_age_minutes_missing_flag,availability_or_quality,integer,1 when forecast_renewable_dispatchable_mw_age_minutes is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
forecast_renewable_nondispatchable_mw_missing_flag,availability_or_quality,integer,1 when forecast_renewable_nondispatchable_mw is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
forecast_renewable_nondispatchable_mw_published_at_utc_missing_flag,availability_or_quality,integer,1 when forecast_renewable_nondispatchable_mw_published_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
forecast_renewable_nondispatchable_mw_age_minutes_missing_flag,availability_or_quality,integer,1 when forecast_renewable_nondispatchable_mw_age_minutes is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
forecast_total_pn_mw_missing_flag,availability_or_quality,integer,1 when forecast_total_pn_mw is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
forecast_total_pn_mw_published_at_utc_missing_flag,availability_or_quality,integer,1 when forecast_total_pn_mw_published_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
forecast_total_pn_mw_age_minutes_missing_flag,availability_or_quality,integer,1 when forecast_total_pn_mw_age_minutes is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
forecast_tso_demand_mw_missing_flag,availability_or_quality,integer,1 when forecast_tso_demand_mw is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
forecast_tso_demand_mw_published_at_utc_missing_flag,availability_or_quality,integer,1 when forecast_tso_demand_mw_published_at_utc is missing,SEMO static reports; completed-state fields use EirGrid history,publication and any actual interval end must be <= issue_timestamp_utc,retain null and use paired missing/availability/staleness flag,int8
